POLICY_NO,POLICY_NAME,RECEIPT_DATE,PAYMENT_MODE,CHEQUE_NO,CHEQUE_DATE,CHEQUE_AMT,EXCESS_PREMIUM_PAID,PREMIUM_AMT,DEPOSIT_AMT,SERVICE_TAX,EDU_CESS,TOTAL_PREMIUM,TOTAL_FUND_VALUE,PAYABLE_BY,PREMIUM_PAY_FREQUENCY,PREMIUM_PAYMENT,ANNUAL_PREMIUM,POLICY_STATUS,REASON,REMERK,DUE_DATE,NEXT_PREMIUM_DUE_DATE,TOT_PREMIUM,LIFE_ASSURED_NAME,CUSTOMER_ID,RECEIPT_NO,BASE_PLAN_PRODUCT_NAME,BASE_PREMIUM_PAID,BASE_PREMIUM_PAID_TAX,BASE_PREMIUM_DUE,BASE_PREMIUM_TAX_SECTION,RIDER_NAME_1,RIDER_PREMIUM_PAID_1,RIDER_PREMIUM_PAID_1_TAX,RIDER_PREMIUM_DUE_1,RIDER_TAX_SECTION_1,PROCESSED_FLAG,PROCESSED_DATE,INSER_DT_TM
4639,LifePayMoneyBack,14/05/2014,online,952048852,30/12/2019,9603,18456,16961,3564,951,126,35417,181086,LifePayMoneyBack,half-yearly,287891,3454692,PREMIUM,Personal-liberty,Its Good,17903,09/03/2020,304852,Shubham,2948,5750,Car-Insurance,21999,4786,6999,80CCC,Accidental-death-benefit-rider,16929,-73071,11929,150CB,TRUE,11/06/2020,20/12/2020
4640,LifePayMoneyBack,25/05/2014,email,365419267,03/12/2019,3312,13786,18051,15253,271,175,31837,188855,iHealthPlan,yearly,203639,2443668,PREMIUM,Health,Its Good,18138,20/09/2020,221690,Shubham,9112,7085,Life-Cover,20199,4274,5199,120CC,Disability-rider,38325,-51675,33325,50BC,TRUE,18/01/2020,19/01/2020
4641,HealthSuraksha,25/01/1994,email,758278378,18/10/2019,3678,15968,18537,16553,1747,144,34505,45507,LifePayMoneyBack,yearly,406247,4874964,PREMIUM,Personal-liberty,Please-pay-your-installment,17973,03/09/2020,424784,Raja,7270,2872,Health-Insurance,47401,3808,32401,80CCC,Disability-rider,21451,-68549,16451,150CB,TRUE,22/10/2020,29/08/2020
4642,HealthSuraksha,01/12/2006,online,504424652,02/01/2019,9913,10806,11566,1048,852,188,22372,117055,iHealthPlan,half-yearly,72541,870492,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,17994,29/04/2020,84107,Raja,285,9184,Life-Cover,26295,3187,11295,80CCC,Accidental-death-benefit-rider,23186,-66814,18186,150CB,TRUE,06/09/2020,18/02/2020
4643,iHealthPlan,01/01/2009,cash,104185918,13/08/2019,8808,14493,10099,17576,1352,116,24592,317765,HealthSuraksha,quarterly ,345417,4145004,NON-PREMIUM,Personal-liberty,Its Good,17958,08/08/2020,355516,Sourabh,2722,1986,Car-Insurance,39960,2764,24960,80BB,Term-rider,12181,-77819,7181,80CCC,TRUE,04/01/2020,24/12/2020
4644,iHealthPlan,20/08/1995,online,133653005,15/01/2019,6669,13633,11599,2100,1278,145,25232,261289,HeartBeat,half-yearly,366984,4403808,NON-PREMIUM,Health,Its Good,18062,25/04/2020,378583,Surendra,1363,8836,Property-Insurance,20824,4495,5824,80BB,Accidental-death-benefit-rider,10171,-79829,5171,80CCC,TRUE,22/01/2020,11/05/2020
4645,HealthSuraksha,25/07/1994,email,484825778,02/11/2019,1767,18319,11632,7763,705,176,29951,132308,HeartBeat,quarterly ,163245,1958940,NON-PREMIUM,Health,Its Good,17962,07/08/2020,174877,Raja,3914,2212,Property-Insurance,35768,1305,20768,80BB,Critical-illness-rider,26514,-63486,21514,150CB,FALSE,08/12/2020,30/06/2020
4646,HeartBeat,28/10/2011,online,155443887,11/07/2019,3298,16797,10792,15322,239,100,27589,280761,LifePayMoneyBack,half-yearly,27904,334848,PREMIUM,Personal-liberty,Its Good,18261,15/06/2020,38696,Sourabh,2868,4554,Property-Insurance,48846,4754,33846,120CC,Disability-rider,42161,-47839,37161,150CB,TRUE,04/12/2020,26/08/2020
4647,HealthSuraksha,10/11/2016,email,787190634,26/07/2019,3280,10279,16774,11052,1342,137,27053,53389,HealthSuraksha,quarterly ,201627,2419524,PREMIUM,Health,Please-pay-your-installment,18202,09/11/2020,218401,Shubham,5382,8246,Property-Insurance,26746,3810,11746,80CCC,Accidental-death-benefit-rider,44634,-45366,39634,50BC,TRUE,30/07/2020,10/07/2020
4648,HealthSuraksha,11/10/1997,cash,394264379,10/02/2019,4334,19826,16563,3717,1183,171,36389,297275,HealthSuraksha,quarterly ,240446,2885352,PREMIUM,Personal-liberty,Please-pay-your-installment,18032,16/05/2020,257009,Sourabh,4785,7142,Property-Insurance,43621,1988,28621,80CCC,Term-rider,29142,-60858,24142,50BC,FALSE,29/07/2020,16/10/2020
4649,iHealthPlan,26/05/2013,online,780937456,09/10/2019,5222,10657,17848,16137,764,135,28505,104113,iHealthPlan,quarterly ,267035,3204420,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,18047,19/09/2020,284883,Raja,7462,2942,Property-Insurance,36531,2973,21531,80CCC,Term-rider,29295,-60705,24295,150CB,TRUE,12/05/2020,19/07/2020
4650,HeartBeat,18/11/1999,email,445279666,01/05/2019,1216,10827,10318,19114,1413,103,21145,157648,HeartBeat,quarterly ,70591,847092,NON-PREMIUM,Health,Please-pay-your-installment,18206,04/06/2020,80909,Raja,2514,9776,Property-Insurance,26788,3988,11788,120CC,Critical-illness-rider,30606,-59394,25606,80CCC,TRUE,12/06/2020,09/01/2020
4651,LifePayMoneyBack,14/12/1998,online,363724949,10/04/2019,5054,14487,17559,9815,1233,134,32046,24280,HealthSuraksha,quarterly ,178150,2137800,NON-PREMIUM,Health,Its Good,18098,16/06/2020,195709,Sona,930,589,Car-Insurance,31298,4832,16298,120CC,Critical-illness-rider,39547,-50453,34547,150CB,FALSE,18/03/2020,18/11/2020
4652,LifePayMoneyBack,16/07/2016,cash,389893591,03/08/2019,7920,10969,19903,10370,1317,165,30872,476708,iHealthPlan,quarterly ,490877,5890524,NON-PREMIUM,Health,Its Good,17985,07/02/2020,510780,Surendra,8871,286,Life-Cover,44464,2342,29464,120CC,Critical-illness-rider,34721,-55279,29721,50BC,TRUE,19/11/2020,16/07/2020
4653,HealthSuraksha,19/02/1998,cash,689785460,16/06/2019,6052,19717,10535,1989,1443,191,30252,262358,HealthSuraksha,yearly,156846,1882152,PREMIUM,Personal-liberty,Its Good,18025,02/10/2020,167381,Sona,218,908,Health-Insurance,42655,2473,27655,80CCC,Disability-rider,36840,-53160,31840,50BC,FALSE,31/10/2020,01/12/2020
4654,iHealthPlan,01/09/2010,email,578166690,19/02/2019,8437,15430,15102,11678,1897,159,30532,403442,iHealthPlan,half-yearly,197264,2367168,NON-PREMIUM,educational ,Its Good,18238,14/05/2020,212366,Surendra,7293,8124,Property-Insurance,27495,3617,12495,120CC,Accidental-death-benefit-rider,49496,-40504,44496,150CB,TRUE,22/04/2020,17/02/2020
4655,HealthSuraksha,09/12/2011,cash,313638205,15/12/2019,1716,19251,10889,19365,797,197,30140,199815,HealthSuraksha,yearly,189370,2272440,NON-PREMIUM,educational ,Please-pay-your-installment,18247,24/06/2020,200259,Raja,7449,3841,Property-Insurance,36234,1795,21234,80CCC,Accidental-death-benefit-rider,37269,-52731,32269,80CCC,TRUE,06/10/2020,21/07/2020
4656,HealthSuraksha,18/05/1996,email,243961393,31/10/2019,8763,10079,14320,17489,644,188,24399,245769,LifePayMoneyBack,quarterly ,490983,5891796,NON-PREMIUM,educational ,Please-pay-your-installment,18171,16/03/2020,505303,Sona,9575,3768,Life-Cover,44782,2807,29782,80CCC,Term-rider,28125,-61875,23125,150CB,TRUE,05/10/2020,29/11/2020
4657,LifePayMoneyBack,06/10/2004,email,991656156,13/06/2019,4757,16052,15396,12592,1286,104,31448,280320,HeartBeat,quarterly ,449119,5389428,PREMIUM,Personal-liberty,Its Good,18152,30/07/2020,464515,Raja,1241,6692,Life-Cover,28539,4155,13539,80BB,Accidental-death-benefit-rider,16471,-73529,11471,150CB,FALSE,28/08/2020,02/03/2020
4658,HeartBeat,16/05/1992,cash,967337059,19/05/2019,5537,11034,12982,11581,306,160,24016,94587,LifePayMoneyBack,half-yearly,102413,1228956,PREMIUM,Health,Please-pay-your-installment,18095,31/10/2020,115395,Raja,5095,8357,Car-Insurance,37069,3279,22069,80CCC,Disability-rider,21544,-68456,16544,150CB,TRUE,24/05/2020,07/04/2020
4659,iHealthPlan,22/01/2007,email,633318056,24/11/2019,4913,17891,10013,18500,1638,125,27904,325628,HeartBeat,quarterly ,472676,5672112,PREMIUM,educational ,Please-pay-your-installment,18147,05/01/2020,482689,Surendra,5799,2905,Car-Insurance,32746,1036,17746,80BB,Critical-illness-rider,42932,-47068,37932,50BC,FALSE,01/09/2020,15/06/2020
4660,LifePayMoneyBack,01/09/2012,online,663495661,18/03/2019,3046,19286,15482,4483,697,167,34768,450813,LifePayMoneyBack,quarterly ,492772,5913264,PREMIUM,Health,Please-pay-your-installment,17935,15/07/2020,508254,Shubham,9119,3542,Car-Insurance,25938,3487,10938,80CCC,Critical-illness-rider,37296,-52704,32296,80CCC,TRUE,31/01/2020,23/11/2020
4661,HeartBeat,29/05/1992,online,673441293,16/01/2019,3135,11227,12917,5972,1504,174,24144,280597,HealthSuraksha,yearly,211958,2543496,PREMIUM,Health,Its Good,18174,17/10/2020,224875,Raja,809,5618,Car-Insurance,44768,2940,29768,80CCC,Critical-illness-rider,19379,-70621,14379,80CCC,TRUE,20/02/2020,20/10/2020
4662,HealthSuraksha,27/05/2007,email,660780616,20/03/2019,7089,11106,19249,13652,1716,189,30355,413304,LifePayMoneyBack,quarterly ,233255,2799060,NON-PREMIUM,Health,Its Good,18130,09/06/2020,252504,Raja,2161,2045,Property-Insurance,29495,1396,14495,80BB,Accidental-death-benefit-rider,25953,-64047,20953,150CB,FALSE,23/11/2020,15/10/2020
4663,HeartBeat,25/08/2017,email,452970276,25/09/2019,1608,17462,17905,11462,1972,109,35367,447171,HealthSuraksha,half-yearly,450381,5404572,PREMIUM,educational ,Please-pay-your-installment,17940,22/09/2020,468286,Sona,1238,5505,Property-Insurance,26415,1567,11415,120CC,Term-rider,12783,-77217,7783,150CB,TRUE,26/02/2020,10/01/2020
4664,HealthSuraksha,14/01/2002,cash,280884033,01/03/2019,9052,15143,16572,12412,149,129,31715,100079,iHealthPlan,quarterly ,356108,4273296,PREMIUM,educational ,Its Good,18247,01/02/2020,372680,Sona,9113,1731,Property-Insurance,42446,1131,27446,80CCC,Critical-illness-rider,38107,-51893,33107,80CCC,FALSE,16/02/2020,14/08/2020
4665,HealthSuraksha,07/06/2012,online,424476834,21/07/2019,9853,19493,17927,19923,1024,104,37420,94987,HealthSuraksha,half-yearly,480492,5765904,NON-PREMIUM,Health,Please-pay-your-installment,18126,18/09/2020,498419,Raja,1591,2188,Life-Cover,46260,1790,31260,80CCC,Disability-rider,38708,-51292,33708,150CB,FALSE,05/09/2020,15/10/2020
4666,LifePayMoneyBack,17/02/2010,email,504240293,29/01/2019,2415,16303,14959,8077,1512,131,31262,288998,HeartBeat,half-yearly,20498,245976,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,17907,30/11/2020,35457,Sona,7327,2545,Health-Insurance,34902,3911,19902,120CC,Accidental-death-benefit-rider,32903,-57097,27903,150CB,FALSE,08/08/2020,21/07/2020
4667,LifePayMoneyBack,18/10/2004,online,911076918,02/09/2019,6402,15053,16677,10437,554,130,31730,201016,iHealthPlan,half-yearly,289260,3471120,NON-PREMIUM,Health,Please-pay-your-installment,18125,28/08/2020,305937,Sona,6381,1731,Health-Insurance,41944,4345,26944,120CC,Accidental-death-benefit-rider,46108,-43892,41108,80CCC,TRUE,10/11/2020,24/04/2020
4668,HealthSuraksha,12/06/2014,online,564557847,10/04/2019,7682,18655,12807,17769,177,173,31462,99630,HealthSuraksha,yearly,187367,2248404,NON-PREMIUM,educational ,Please-pay-your-installment,18141,05/03/2020,200174,Sona,5314,9270,Health-Insurance,32229,3918,17229,80BB,Disability-rider,38974,-51026,33974,80CCC,TRUE,01/08/2020,11/01/2020
4669,HealthSuraksha,24/07/2001,cash,533265226,20/03/2019,9779,15166,19135,5550,204,134,34301,244192,iHealthPlan,quarterly ,234865,2818380,NON-PREMIUM,educational ,Please-pay-your-installment,17904,12/09/2020,254000,Raja,892,2667,Car-Insurance,27179,3935,12179,80BB,Disability-rider,24688,-65312,19688,50BC,FALSE,14/11/2020,15/06/2020
4670,HeartBeat,10/08/2013,online,975404084,09/11/2019,1134,10233,13820,9562,553,161,24053,149073,iHealthPlan,quarterly ,450559,5406708,PREMIUM,educational ,Please-pay-your-installment,18094,04/02/2020,464379,Raja,9024,5849,Property-Insurance,24639,1841,9639,120CC,Term-rider,25543,-64457,20543,80CCC,FALSE,07/12/2020,17/03/2020
4671,iHealthPlan,29/07/2017,email,305680898,14/11/2019,7271,12876,18028,12566,1234,106,30904,430155,iHealthPlan,yearly,66761,801132,PREMIUM,Health,Its Good,18086,07/06/2020,84789,Shubham,5972,508,Car-Insurance,40636,2095,25636,80BB,Term-rider,44615,-45385,39615,80CCC,FALSE,02/08/2020,05/03/2020
4672,LifePayMoneyBack,09/07/1990,cash,625368576,15/02/2019,7449,11917,17509,14434,178,186,29426,84787,HealthSuraksha,quarterly ,405347,4864164,NON-PREMIUM,educational ,Please-pay-your-installment,18135,28/02/2020,422856,Sourabh,4407,999,Health-Insurance,37670,3135,22670,80BB,Critical-illness-rider,41156,-48844,36156,150CB,FALSE,03/08/2020,27/11/2020
4673,HealthSuraksha,17/09/2009,online,124923633,30/05/2019,5207,10118,18625,12548,1378,150,28743,419944,HeartBeat,quarterly ,349581,4194972,PREMIUM,Health,Please-pay-your-installment,17949,21/06/2020,368206,Raja,1961,4393,Car-Insurance,29862,4967,14862,80CCC,Term-rider,21312,-68688,16312,150CB,FALSE,20/12/2020,31/05/2020
4674,HealthSuraksha,14/12/2001,cash,503357920,02/11/2019,9578,16935,13903,4102,183,134,30838,466242,HealthSuraksha,yearly,190102,2281224,PREMIUM,Personal-liberty,Its Good,18247,29/07/2020,204005,Raja,831,5064,Property-Insurance,47246,2773,32246,120CC,Term-rider,17791,-72209,12791,50BC,FALSE,07/04/2020,12/11/2020
4675,HeartBeat,27/03/2006,email,104764066,22/07/2019,4170,12532,18321,9379,875,148,30853,171059,iHealthPlan,quarterly ,31861,382332,PREMIUM,Personal-liberty,Its Good,18186,06/02/2020,50182,Raja,319,9285,Car-Insurance,34932,1932,19932,80CCC,Critical-illness-rider,21956,-68044,16956,80CCC,FALSE,16/11/2020,25/09/2020
4676,HealthSuraksha,06/01/2017,online,861373129,31/10/2019,6661,10600,14033,17442,1867,169,24633,143018,HealthSuraksha,half-yearly,25643,307716,NON-PREMIUM,educational ,Please-pay-your-installment,17921,19/09/2020,39676,Raja,5787,1307,Health-Insurance,45029,2003,30029,80BB,Disability-rider,16242,-73758,11242,80CCC,FALSE,02/02/2020,13/06/2020
4677,LifePayMoneyBack,14/09/1999,email,217568401,01/06/2019,7103,16433,11946,14028,1662,165,28379,80037,HealthSuraksha,yearly,187170,2246040,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,17933,15/05/2020,199116,Sona,2844,5958,Health-Insurance,43922,1812,28922,120CC,Critical-illness-rider,27743,-62257,22743,150CB,TRUE,19/01/2020,20/12/2020
4678,iHealthPlan,21/02/2003,cash,402510442,19/07/2019,1213,16533,15907,3463,357,162,32440,34561,iHealthPlan,yearly,193418,2321016,PREMIUM,Health,Its Good,17953,11/09/2020,209325,Raja,6773,7331,Property-Insurance,20316,3288,5316,80BB,Critical-illness-rider,17331,-72669,12331,50BC,FALSE,12/05/2020,04/05/2020
4679,HealthSuraksha,07/10/1995,email,990015251,28/03/2019,1153,13829,14315,17222,278,182,28144,74625,HeartBeat,yearly,491611,5899332,PREMIUM,educational ,Its Good,17977,27/02/2020,505926,Sourabh,7467,3905,Car-Insurance,30103,1144,15103,80BB,Accidental-death-benefit-rider,33977,-56023,28977,150CB,FALSE,04/10/2020,25/01/2020
4680,HealthSuraksha,14/03/1999,email,534950224,05/03/2019,5073,14960,13329,2262,1703,174,28289,99707,iHealthPlan,half-yearly,172245,2066940,PREMIUM,Personal-liberty,Its Good,18239,29/03/2020,185574,Raja,1577,560,Car-Insurance,33463,1849,18463,80CCC,Critical-illness-rider,39277,-50723,34277,150CB,FALSE,13/10/2020,09/10/2020
4681,LifePayMoneyBack,03/11/1993,cash,865363210,14/04/2019,1832,12010,18492,19901,1735,142,30502,163914,HeartBeat,quarterly ,489426,5873112,PREMIUM,Personal-liberty,Its Good,18141,05/04/2020,507918,Surendra,6738,6378,Property-Insurance,47651,3453,32651,120CC,Disability-rider,13358,-76642,8358,50BC,FALSE,03/01/2020,25/01/2020
4682,LifePayMoneyBack,11/04/2003,cash,778664741,27/04/2019,4659,12519,13492,9750,1272,130,26011,132570,LifePayMoneyBack,yearly,450413,5404956,PREMIUM,educational ,Its Good,17898,23/08/2020,463905,Sourabh,247,4327,Car-Insurance,23968,1258,8968,120CC,Disability-rider,12282,-77718,7282,50BC,FALSE,19/07/2020,18/04/2020
4683,HealthSuraksha,17/09/1995,online,372241601,05/05/2019,1229,19340,16303,11763,1002,183,35643,145568,HeartBeat,yearly,243911,2926932,PREMIUM,educational ,Please-pay-your-installment,17900,08/09/2020,260214,Sona,8617,5686,Health-Insurance,28775,1565,13775,80CCC,Term-rider,27263,-62737,22263,80CCC,FALSE,01/04/2020,10/11/2020
4684,HealthSuraksha,25/12/1994,cash,424793231,16/03/2019,3047,12885,11041,9657,282,131,23926,184955,iHealthPlan,half-yearly,459472,5513664,NON-PREMIUM,Health,Please-pay-your-installment,18162,16/04/2020,470513,Raja,2822,7910,Health-Insurance,20260,3178,5260,80CCC,Accidental-death-benefit-rider,30186,-59814,25186,50BC,FALSE,04/02/2020,06/10/2020
4685,LifePayMoneyBack,09/07/1992,online,750255697,12/10/2019,4915,12889,11175,10783,125,170,24064,303044,LifePayMoneyBack,yearly,176203,2114436,NON-PREMIUM,educational ,Its Good,17919,18/10/2020,187378,Raja,1554,8507,Life-Cover,31103,3273,16103,80CCC,Accidental-death-benefit-rider,33640,-56360,28640,150CB,TRUE,28/03/2020,11/09/2020
4686,HealthSuraksha,03/09/2007,email,767762083,01/12/2019,9978,19375,11753,4164,857,110,31128,352398,HeartBeat,yearly,434445,5213340,PREMIUM,Personal-liberty,Its Good,18077,02/02/2020,446198,Raja,5364,2600,Property-Insurance,47179,1191,32179,120CC,Disability-rider,11872,-78128,6872,150CB,FALSE,20/06/2020,10/11/2020
4687,HealthSuraksha,21/11/2009,online,424338037,19/04/2019,3754,13389,12130,8237,988,142,25519,275664,HealthSuraksha,half-yearly,247742,2972904,PREMIUM,Health,Its Good,18204,31/12/2020,259872,Surendra,5394,3063,Life-Cover,39329,3717,24329,80CCC,Term-rider,48012,-41988,43012,80CCC,FALSE,24/10/2020,10/03/2020
4688,iHealthPlan,15/12/1993,online,522298481,16/08/2019,3046,16960,14679,2990,1415,190,31639,490005,HeartBeat,quarterly ,183534,2202408,PREMIUM,Health,Please-pay-your-installment,17967,04/07/2020,198213,Raja,8226,8570,Health-Insurance,44912,3040,29912,80BB,Disability-rider,38513,-51487,33513,50BC,TRUE,03/05/2020,16/01/2020
4689,iHealthPlan,06/12/2018,email,197519034,11/09/2019,3088,15151,14497,7450,1437,118,29648,30262,LifePayMoneyBack,quarterly ,317741,3812892,NON-PREMIUM,Health,Please-pay-your-installment,18182,20/09/2020,332238,Raja,561,2899,Property-Insurance,30034,4962,15034,120CC,Term-rider,48895,-41105,43895,150CB,TRUE,05/06/2020,19/07/2020
4690,LifePayMoneyBack,04/05/2003,online,235966401,28/01/2019,2377,12236,16911,8898,1980,141,29147,162709,HealthSuraksha,yearly,88489,1061868,NON-PREMIUM,Health,Its Good,18155,21/11/2020,105400,Raja,7578,1179,Car-Insurance,44977,4501,29977,80CCC,Accidental-death-benefit-rider,10265,-79735,5265,50BC,TRUE,05/09/2020,01/08/2020
4691,iHealthPlan,09/01/1990,online,761432444,02/05/2019,8255,13780,15697,3937,390,115,29477,391751,LifePayMoneyBack,yearly,78100,937200,PREMIUM,Health,Please-pay-your-installment,17947,18/11/2020,93797,Surendra,5918,953,Car-Insurance,29346,4530,14346,120CC,Term-rider,18075,-71925,13075,80CCC,FALSE,09/02/2020,07/01/2020
4692,HeartBeat,01/02/1994,cash,698595769,08/09/2019,5605,14513,10303,8705,961,106,24816,355534,iHealthPlan,yearly,181187,2174244,NON-PREMIUM,Personal-liberty,Its Good,18172,02/04/2020,191490,Raja,775,7538,Car-Insurance,40912,4667,25912,120CC,Disability-rider,34091,-55909,29091,50BC,TRUE,06/03/2020,19/02/2020
4693,iHealthPlan,05/11/2013,cash,490168935,28/09/2019,1524,13026,19319,6861,1985,177,32345,320929,HeartBeat,quarterly ,54726,656712,PREMIUM,Personal-liberty,Please-pay-your-installment,17962,18/08/2020,74045,Sourabh,2309,2184,Property-Insurance,27004,4018,12004,80CCC,Term-rider,34442,-55558,29442,150CB,FALSE,10/10/2020,05/09/2020
4694,LifePayMoneyBack,29/10/2018,online,416233059,02/07/2019,3539,10071,18956,18150,1611,160,29027,291886,LifePayMoneyBack,yearly,336658,4039896,PREMIUM,educational ,Please-pay-your-installment,18082,24/07/2020,355614,Shubham,9799,6197,Property-Insurance,30263,3959,15263,80CCC,Disability-rider,19954,-70046,14954,50BC,TRUE,13/04/2020,20/01/2020
4695,HeartBeat,31/05/1994,email,613954870,21/06/2019,5960,16624,15230,12571,778,176,31854,400642,HeartBeat,half-yearly,67102,805224,PREMIUM,Personal-liberty,Its Good,18002,09/11/2020,82332,Shubham,7003,8816,Life-Cover,34999,4509,19999,80BB,Accidental-death-benefit-rider,24051,-65949,19051,50BC,TRUE,07/01/2020,14/02/2020
4696,HeartBeat,22/09/2018,email,525784147,10/10/2019,4196,14689,16330,10459,766,193,31019,94115,HeartBeat,half-yearly,313624,3763488,NON-PREMIUM,Personal-liberty,Its Good,18061,06/09/2020,329954,Surendra,7261,8260,Health-Insurance,25325,2101,10325,80BB,Disability-rider,16214,-73786,11214,80CCC,FALSE,13/06/2020,26/06/2020
4697,LifePayMoneyBack,04/09/2016,cash,370528522,10/04/2019,4364,19634,13885,15657,778,106,33519,482180,LifePayMoneyBack,quarterly ,91152,1093824,PREMIUM,Health,Please-pay-your-installment,18061,16/09/2020,105037,Shubham,3731,1575,Health-Insurance,35890,2310,20890,80CCC,Accidental-death-benefit-rider,31262,-58738,26262,50BC,TRUE,01/03/2020,13/03/2020
4698,iHealthPlan,18/06/2003,cash,841859084,29/06/2019,1737,19612,13881,17416,1369,118,33493,394397,iHealthPlan,quarterly ,354551,4254612,PREMIUM,educational ,Its Good,17973,16/11/2020,368432,Shubham,8722,5997,Property-Insurance,24577,1746,9577,80BB,Critical-illness-rider,43439,-46561,38439,80CCC,FALSE,25/11/2020,14/05/2020
4699,HealthSuraksha,14/04/2014,cash,238043203,06/09/2019,5536,11366,10315,19177,1496,128,21681,67244,HealthSuraksha,quarterly ,22111,265332,NON-PREMIUM,educational ,Its Good,18137,06/01/2020,32426,Raja,9509,1388,Life-Cover,22947,4959,7947,120CC,Disability-rider,28001,-61999,23001,150CB,FALSE,11/09/2020,04/01/2020
4700,HeartBeat,05/06/1994,online,405697737,25/09/2019,7586,15234,10132,9891,506,142,25366,327881,HealthSuraksha,half-yearly,160626,1927512,PREMIUM,Personal-liberty,Please-pay-your-installment,18049,21/11/2020,170758,Raja,1355,2258,Life-Cover,41037,2913,26037,80CCC,Disability-rider,38553,-51447,33553,50BC,FALSE,06/03/2020,11/09/2020
4701,HealthSuraksha,08/02/2017,cash,111870983,27/01/2019,5086,11856,16660,10364,240,105,28516,289351,HeartBeat,quarterly ,309797,3717564,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,17955,19/01/2020,326457,Sourabh,5001,8874,Life-Cover,41131,1628,26131,120CC,Disability-rider,14914,-75086,9914,150CB,TRUE,26/03/2020,30/12/2020
4702,iHealthPlan,28/07/2000,online,535198833,22/05/2019,8438,11490,17624,1745,359,149,29114,432334,HeartBeat,yearly,374321,4491852,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,18140,02/02/2020,391945,Surendra,4157,3144,Property-Insurance,41769,2474,26769,120CC,Accidental-death-benefit-rider,40068,-49932,35068,80CCC,TRUE,30/05/2020,02/11/2020
